process_name,lifecycle_stage,category_path,location,unit,ref_flow,description,material_tags,semantic_text,Agricultural land occupation,Climate change,Fossil depletion,Freshwater ecotoxicity,Freshwater eutrophication,Human toxicity,Ionising radiation,Marine ecotoxicity,Marine eutrophication,Metal depletion,Natural land transformation,Ozone depletion,Particulate matter formation,Photochemical oxidant formation,Terrestrial acidification,Terrestrial ecotoxicity,Urban land occupation,Water depletion
"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,CH,MJ,process steam,,other,"Process: Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: CH | Materials: other | Unit: 1 MJ | Reference Flow: process steam | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0005 | Particulate matter formation: 0.0 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0001 | Climate change: 0.1028 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.0002 | Metal depletion: 0.0001 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",3.72e-06,0.10282604,0.0,6.56e-06,2e-08,0.00053295,0.00015553,8.4e-06,2.96e-06,5.73e-05,-2e-08,0.0,2.972e-05,9.305e-05,0.00010305,1.3e-07,5.58e-06,3.769e-05
"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,GR,MJ,process steam,,other,"Process: Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: GR | Materials: other | Unit: 1 MJ | Reference Flow: process steam | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0002 | Marine eutrophication: 0.0 | Human toxicity: 0.0098 | Particulate matter formation: 0.0002 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0008 | Climate change: 0.1066 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0003 | Ionising radiation: 0.0 | Metal depletion: 0.0001 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",5.57e-06,0.10663707,0.0,1.058e-05,2e-08,0.00978898,4.515e-05,0.00015687,8.76e-06,7.127e-05,-1.2e-07,0.0,0.00022187,0.00028964,0.00079226,1.375e-05,8.36e-06,3.933e-05
"Electricity Mix, consumption mix, at consumer, AC, 220V",Product-as-a-Service,Energy carriers and technologies > Electricity,EE,MJ,electricity mix,,other,"Process: Electricity Mix, consumption mix, at consumer, AC, 220V | Category: Energy carriers and technologies > Electricity | Lifecycle Stage: Product-as-a-Service | Location: EE | Materials: other | Unit: 1 MJ | Reference Flow: electricity mix | Description:  | Water depletion: 0.0022 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0002 | Ozone depletion: 0.0 | Marine eutrophication: 0.0001 | Human toxicity: 0.0731 | Particulate matter formation: 0.0084 | Terrestrial acidification: 0.0364 | Climate change: 1.6109 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0066 | Ionising radiation: 0.0157 | Metal depletion: 0.0002 | Freshwater eutrophication: 0.0",0.0,1.61088938,0.0,3.727e-05,1.86e-06,0.07309402,0.01574367,0.00020465,0.00014858,0.00020997,0.0,1e-08,0.00835902,0.00663838,0.03637863,3.655e-05,0.0,0.00220678
"Polypropylene granulate (PP), production mix, at plant",Raw Materials,Materials production > Plastics,RER,kg,polypropylene granulate (PP),,other,"Process: Polypropylene granulate (PP), production mix, at plant | Category: Materials production > Plastics | Lifecycle Stage: Raw Materials | Location: RER | Materials: other | Unit: 1 kg | Reference Flow: polypropylene granulate (PP) | Description:  | Water depletion: 0.0344 | Freshwater ecotoxicity: 0.0001 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0002 | Human toxicity: 0.0014 | Particulate matter formation: 0.0021 | Terrestrial acidification: 0.0056 | Climate change: 2.0309 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0075 | Metal depletion: 0.0003 | Freshwater eutrophication: 0.0002",0.0,2.03089736,0.0,7.087e-05,0.00017733,0.00138166,0.0,3.05e-06,0.00015941,0.00031337,0.0,0.0,0.00207545,0.00750991,0.00562495,2e-07,0.0,0.03437724
"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,HU,MJ,process steam from light fuel oil,,other,"Process: Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: HU | Materials: other | Unit: 1 MJ | Reference Flow: process steam from light fuel oil | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0004 | Particulate matter formation: 0.0001 | Terrestrial acidification: 0.0003 | Climate change: 0.0935 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0002 | Ionising radiation: 0.0002 | Metal depletion: 0.0 | Freshwater eutrophication: 0.0",0.0,0.09346183,0.0,2.21e-06,3e-07,0.00040148,0.00023445,2.609e-05,7.52e-06,2.704e-05,0.0,0.0,7.774e-05,0.00020873,0.00025143,3.7e-07,0.0,8.43e-06
"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,AT,MJ,process steam from natural gas,,natural gas,"Process: Process steam from natural gas, consumption mix, at plant, heat plant, MJ | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: AT | Materials: natural gas | Unit: 1 MJ | Reference Flow: process steam from natural gas | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0002 | Particulate matter formation: 0.0 | Terrestrial acidification: 0.0001 | Climate change: 0.0778 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.0 | Metal depletion: 0.0001 | Freshwater eutrophication: 0.0",0.0,0.07780676,0.0,2.33e-06,6.8e-07,0.00017634,1.577e-05,2.35e-06,2.22e-06,7.487e-05,0.0,0.0,2.043e-05,6.899e-05,6.964e-05,9e-08,0.0,6.6e-07
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,SE,MJ,Electricity,,other,"Process: Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV | Category: Energy carriers and technologies > Electricity | Lifecycle Stage: Product-as-a-Service | Location: SE | Materials: other | Unit: 1 MJ | Reference Flow: Electricity | Description:  | Water depletion: 0.0059 | Freshwater ecotoxicity: 0.0002 | Marine ecotoxicity: 0.0001 | Marine eutrophication: 0.0 | Human toxicity: 0.0055 | Particulate matter formation: 0.0 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0001 | Climate change: 0.0526 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.1649 | Metal depletion: 0.0039 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",1.453e-05,0.05261515,0.0,0.00015919,2e-08,0.00550302,0.16487481,5.1e-05,6.69e-06,0.00392187,-2.5e-07,0.0,4.701e-05,0.00014042,0.00014126,3.24e-06,2.179e-05,0.00589013
"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,ES,MJ,process steam from light fuel oil,,other,"Process: Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: ES | Materials: other | Unit: 1 MJ | Reference Flow: process steam from light fuel oil | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0006 | Particulate matter formation: 0.0001 | Terrestrial acidification: 0.0002 | Climate change: 0.0994 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0002 | Ionising radiation: 0.0003 | Metal depletion: 0.0 | Freshwater eutrophication: 0.0",0.0,0.09943139,0.0,3.29e-06,3.2e-07,0.00057759,0.00026902,2.244e-05,6.57e-06,3.077e-05,0.0,0.0,6.983e-05,0.00019711,0.00023873,6.1e-07,0.0,9.45e-06
"Process steam from natural gas 90%, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,PL,MJ,process steam,,natural gas,"Process: Process steam from natural gas 90%, consumption mix, at power plant, heat plant, MJ, 90 % efficiency | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: PL | Materials: natural gas | Unit: 1 MJ | Reference Flow: process steam | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0002 | Particulate matter formation: 0.0 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0001 | Climate change: 0.0849 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.0 | Metal depletion: 0.0001 | Natural land transformation: -0.0",8.49e-06,0.08494781,0.0,1.82e-06,0.0,0.0001738,2.927e-05,2.63e-06,2.86e-06,9.967e-05,-1e-07,0.0,2.358e-05,8.922e-05,7.366e-05,8e-08,1.273e-05,3.708e-05
"Steel hot rolled coil, production mix, at plant, blast furnace route, thickness 2 to 7 mm, width 600 to 2100 mm",Raw Materials,Materials production > Metals and semimetals,RER,kg,steel hot rolled coil,,steel,"Process: Steel hot rolled coil, production mix, at plant, blast furnace route, thickness 2 to 7 mm, width 600 to 2100 mm | Category: Materials production > Metals and semimetals | Lifecycle Stage: Raw Materials | Location: RER | Materials: steel | Unit: 1 kg | Reference Flow: steel hot rolled coil | Description:  | Water depletion: 0.0088 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0003 | Marine eutrophication: 0.0001 | Human toxicity: 0.0991 | Particulate matter formation: 0.0008 | Terrestrial acidification: 0.0018 | Climate change: 0.9317 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.002 | Metal depletion: 0.2827 | Freshwater eutrophication: 0.0",0.0,0.93169482,0.0,2.783e-05,5.09e-06,0.09913621,0.0,0.00032264,8.081e-05,0.28268828,0.0,0.0,0.00083941,0.00204326,0.0018289,4.69e-05,0.0,0.00883167
"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,NL,MJ,electricity mix,,other,"Process: Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV | Category: Energy carriers and technologies > Electricity | Lifecycle Stage: Product-as-a-Service | Location: NL | Materials: other | Unit: 1 MJ | Reference Flow: electricity mix | Description:  | Water depletion: 0.0013 | Freshwater ecotoxicity: 0.0001 | Marine ecotoxicity: 0.0 | Ozone depletion: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0057 | Particulate matter formation: 0.0003 | Terrestrial acidification: 0.0008 | Climate change: 0.7153 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0008 | Ionising radiation: 0.0515 | Metal depletion: 0.0003 | Freshwater eutrophication: 0.0",0.0,0.7153241,0.0,6.036e-05,3.3e-07,0.00572683,0.05150603,4.94e-05,3.199e-05,0.00025826,0.0,4e-08,0.00030065,0.00078737,0.00082678,4.02e-06,0.0,0.00129369
"Copper wire, consumption mix, at plant, technology mix, cross section 1 mmy",Raw Materials,Materials production > Metals and semimetals,EU-15,kg,copper wire,,copper,"Process: Copper wire, consumption mix, at plant, technology mix, cross section 1 mmy | Category: Materials production > Metals and semimetals | Lifecycle Stage: Raw Materials | Location: EU-15 | Materials: copper | Unit: 1 kg | Reference Flow: copper wire | Description:  | Water depletion: -6.8778 | Freshwater ecotoxicity: 0.0759 | Marine ecotoxicity: 0.0674 | Ozone depletion: 0.0001 | Marine eutrophication: 0.1067 | Human toxicity: 17.1655 | Particulate matter formation: 1.4787 | Terrestrial acidification: 3.1813 | Climate change: 796.8609 | Terrestrial ecotoxicity: 0.0059 | Photochemical oxidant formation: 2.789 | Ionising radiation: 57.713 | Metal depletion: 1446.2858 | Freshwater eutrophication: 0.0005",0.0,796.86085612,0.0,0.0758549,0.00048542,17.16550607,57.71298203,0.06743144,0.10672918,1446.28584245,0.0,9.436e-05,1.47866429,2.78901253,3.18125758,0.00587339,0.0,-6.87778248
"Lead sheet mix, production mix, at producer, technology mix, secondary",Raw Materials,Materials production > Metals and semimetals,EU-27,kg,Lead sheet,,lead,"Process: Lead sheet mix, production mix, at producer, technology mix, secondary | Category: Materials production > Metals and semimetals | Lifecycle Stage: Raw Materials | Location: EU-27 | Materials: lead | Unit: 1 kg | Reference Flow: Lead sheet | Description:  | Water depletion: 0.0027 | Freshwater ecotoxicity: 0.0061 | Marine ecotoxicity: 0.0046 | Marine eutrophication: 0.0001 | Human toxicity: 3.9854 | Particulate matter formation: 0.0013 | Terrestrial acidification: 0.0038 | Climate change: 0.9772 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0024 | Ionising radiation: 0.4216 | Metal depletion: 0.0024 | Freshwater eutrophication: 0.0",0.0,0.97719287,0.0,0.00608561,8.1e-07,3.98535747,0.42155207,0.00457866,0.00011979,0.00240308,0.0,0.0,0.00126486,0.00236154,0.00381265,3.735e-05,0.0,0.00268536
"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,MT,MJ,electricity mix,,other,"Process: Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV | Category: Energy carriers and technologies > Electricity | Lifecycle Stage: Product-as-a-Service | Location: MT | Materials: other | Unit: 1 MJ | Reference Flow: electricity mix | Description:  | Water depletion: 0.0017 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0006 | Marine eutrophication: 0.0001 | Human toxicity: 0.0482 | Particulate matter formation: 0.0017 | Terrestrial acidification: 0.0069 | Climate change: 0.9738 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0025 | Ionising radiation: 0.0019 | Metal depletion: 0.0002 | Freshwater eutrophication: 0.0",0.0,0.97377683,0.0,3.59e-05,2.69e-06,0.04823787,0.00194515,0.00062618,7.738e-05,0.00021914,0.0,0.0,0.0016517,0.00248447,0.006864,3.15e-05,0.0,0.00168975
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,CZ,MJ,Electricity,,other,"Process: Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV | Category: Energy carriers and technologies > Electricity | Lifecycle Stage: Product-as-a-Service | Location: CZ | Materials: other | Unit: 1 MJ | Reference Flow: Electricity | Description:  | Water depletion: 0.0029 | Freshwater ecotoxicity: 0.0001 | Marine ecotoxicity: 0.0001 | Marine eutrophication: 0.0001 | Human toxicity: 0.0172 | Particulate matter formation: 0.0013 | Urban land occupation: 0.0001 | Agricultural land occupation: 0.0001 | Terrestrial acidification: 0.0048 | Climate change: 0.7851 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0022 | Ionising radiation: 0.078 | Metal depletion: 0.0006 | Freshwater eutrophication: 0.0 | Natural land transformation: 0.0",5.315e-05,0.78512123,0.0,0.00012136,2e-08,0.01716906,0.07800507,8.321e-05,7.851e-05,0.00064088,-3.165e-05,0.0,0.00132745,0.00215383,0.00483019,1.128e-05,7.972e-05,0.00289188
"Polyvinylchloride resin (S-PVC), production mix, at plant, suspension polymerisation",Raw Materials,Materials production > Plastics,RER,kg,polyvinylchloride resin (S-PVC),,other,"Process: Polyvinylchloride resin (S-PVC), production mix, at plant, suspension polymerisation | Category: Materials production > Plastics | Lifecycle Stage: Raw Materials | Location: RER | Materials: other | Unit: 1 kg | Reference Flow: polyvinylchloride resin (S-PVC) | Description:  | Water depletion: 0.0572 | Freshwater ecotoxicity: 0.0004 | Marine ecotoxicity: 0.0009 | Marine eutrophication: 0.0002 | Human toxicity: 0.2264 | Particulate matter formation: 0.0038 | Terrestrial acidification: 0.0104 | Climate change: 2.8365 | Terrestrial ecotoxicity: 0.0001 | Photochemical oxidant formation: 0.0076 | Metal depletion: 0.0043 | Freshwater eutrophication: 0.0001",0.0,2.83647178,0.0,0.00039887,5.808e-05,0.22638675,0.0,0.00092932,0.00021744,0.00433304,0.0,0.0,0.00379927,0.00758554,0.01035137,9.084e-05,0.0,0.05717252
"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,DE,MJ,process steam,,other,"Process: Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: DE | Materials: other | Unit: 1 MJ | Reference Flow: process steam | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0012 | Particulate matter formation: 0.0001 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0003 | Climate change: 0.1083 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.0001 | Metal depletion: 0.0001 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",6.12e-06,0.10831079,0.0,5.83e-06,2e-08,0.00116296,0.00012986,4.248e-05,4.79e-06,7.316e-05,-5e-08,0.0,7.184e-05,0.00013293,0.000283,3.3e-07,9.19e-06,3.213e-05
